"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2015-07","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1208,0,"Final"
"2015-08","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1153,0,"Final"
"2015-09","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1242,0,"Final"
"2015-10","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1326,0,"Final"
"2015-11","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1320,0,"Final"
"2015-12","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1172,0,"Final"
"2016-01","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1119,0,"Final"
"2016-02","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1443,0,"Final"
"2016-03","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1072,0,"Final"
"2016-04","2020-09","Long-term migrant","Arrivals","Male","25-29 years",847,0,"Final"
"2016-05","2020-09","Long-term migrant","Arrivals","Male","25-29 years",901,0,"Final"
"2016-06","2020-09","Long-term migrant","Arrivals","Male","25-29 years",869,0,"Final"
"2016-07","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1037,0,"Final"
"2016-08","2020-09","Long-term migrant","Arrivals","Male","25-29 years",975,0,"Final"
"2016-09","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1167,0,"Final"
"2016-10","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1177,0,"Final"
"2016-11","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1292,0,"Final"
"2016-12","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1089,0,"Final"
"2017-01","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1038,0,"Final"
"2017-02","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1369,0,"Final"
"2017-03","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1131,0,"Final"
"2017-04","2020-09","Long-term migrant","Arrivals","Male","25-29 years",760,0,"Final"
"2017-05","2020-09","Long-term migrant","Arrivals","Male","25-29 years",916,0,"Final"
"2017-06","2020-09","Long-term migrant","Arrivals","Male","25-29 years",874,0,"Final"
"2017-07","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1049,0,"Final"
"2017-08","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1009,0,"Final"
"2017-09","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1078,0,"Final"
"2017-10","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1193,0,"Final"
"2017-11","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1249,0,"Final"
"2017-12","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1039,0,"Final"
"2018-01","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1070,0,"Final"
"2018-02","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1268,0,"Final"
"2018-03","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1128,0,"Final"
"2018-04","2020-09","Long-term migrant","Arrivals","Male","25-29 years",750,0,"Final"
"2018-05","2020-09","Long-term migrant","Arrivals","Male","25-29 years",844,0,"Final"
"2018-06","2020-09","Long-term migrant","Arrivals","Male","25-29 years",805,0,"Final"
"2018-07","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1106,0,"Final"
"2018-08","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1036,0,"Final"
"2018-09","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1072,0,"Final"
"2018-10","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1102,0,"Final"
"2018-11","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1179,0,"Final"
"2018-12","2020-09","Long-term migrant","Arrivals","Male","25-29 years",948,0,"Final"
"2019-01","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1020,0,"Final"
"2019-02","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1304,0,"Final"
"2019-03","2020-09","Long-term migrant","Arrivals","Male","25-29 years",1012,0,"Final"
"2019-04","2020-09","Long-term migrant","Arrivals","Male","25-29 years",751,0,"Final"
"2019-05","2020-09","Long-term migrant","Arrivals","Male","25-29 years",927,0,"Final"
"2019-06","2020-10","Long-term migrant","Arrivals","Male","25-29 years",947,0,"Final"
"2019-07","2020-11","Long-term migrant","Arrivals","Male","25-29 years",1193,0,"Final"
"2019-08","2020-12","Long-term migrant","Arrivals","Male","25-29 years",1116,0,"Final"
"2019-09","2021-01","Long-term migrant","Arrivals","Male","25-29 years",1273,0,"Final"
"2019-10","2021-02","Long-term migrant","Arrivals","Male","25-29 years",1653,0,"Final"
"2019-11","2021-03","Long-term migrant","Arrivals","Male","25-29 years",1768,0,"Final"
"2019-12","2021-04","Long-term migrant","Arrivals","Male","25-29 years",1414,0,"Final"
"2020-01","2021-05","Long-term migrant","Arrivals","Male","25-29 years",1418,0,"Final"
"2020-02","2021-06","Long-term migrant","Arrivals","Male","25-29 years",2234,0,"Final"
"2020-03","2021-07","Long-term migrant","Arrivals","Male","25-29 years",1771,0,"Final"
"2020-04","2021-08","Long-term migrant","Arrivals","Male","25-29 years",113,0,"Final"
"2020-05","2021-09","Long-term migrant","Arrivals","Male","25-29 years",84,0,"Final"
"2020-06","2021-10","Long-term migrant","Arrivals","Male","25-29 years",157,0,"Final"
"2020-07","2021-11","Long-term migrant","Arrivals","Male","25-29 years",247,0,"Final"
"2020-08","2021-12","Long-term migrant","Arrivals","Male","25-29 years",352,0,"Final"
"2020-09","2022-01","Long-term migrant","Arrivals","Male","25-29 years",340,0,"Final"
"2020-10","2022-02","Long-term migrant","Arrivals","Male","25-29 years",324,0,"Final"
"2020-11","2022-03","Long-term migrant","Arrivals","Male","25-29 years",348,0,"Final"
"2020-12","2022-04","Long-term migrant","Arrivals","Male","25-29 years",259,0,"Final"
"2021-01","2022-05","Long-term migrant","Arrivals","Male","25-29 years",365,0,"Final"
"2021-02","2022-06","Long-term migrant","Arrivals","Male","25-29 years",430,0,"Final"
"2021-03","2022-07","Long-term migrant","Arrivals","Male","25-29 years",354,0,"Final"
"2021-04","2022-08","Long-term migrant","Arrivals","Male","25-29 years",331,0,"Final"
"2021-05","2022-09","Long-term migrant","Arrivals","Male","25-29 years",287,0,"Final"
"2021-06","2022-10","Long-term migrant","Arrivals","Male","25-29 years",256,0,"Final"
"2021-07","2022-11","Long-term migrant","Arrivals","Male","25-29 years",274,0,"Final"
"2021-08","2022-12","Long-term migrant","Arrivals","Male","25-29 years",180,0,"Final"
"2021-09","2023-01","Long-term migrant","Arrivals","Male","25-29 years",157,0,"Final"
"2021-10","2023-02","Long-term migrant","Arrivals","Male","25-29 years",261,0,"Final"
"2021-11","2023-03","Long-term migrant","Arrivals","Male","25-29 years",227,0,"Final"
"2021-12","2023-04","Long-term migrant","Arrivals","Male","25-29 years",228,0,"Final"
"2022-01","2023-05","Long-term migrant","Arrivals","Male","25-29 years",160,0,"Final"
"2022-02","2023-06","Long-term migrant","Arrivals","Male","25-29 years",175,0,"Final"
"2022-03","2023-07","Long-term migrant","Arrivals","Male","25-29 years",378,0,"Final"
"2022-04","2023-08","Long-term migrant","Arrivals","Male","25-29 years",583,0,"Final"
"2022-05","2023-09","Long-term migrant","Arrivals","Male","25-29 years",527,0,"Final"
"2022-06","2023-10","Long-term migrant","Arrivals","Male","25-29 years",528,0,"Final"
"2022-07","2023-11","Long-term migrant","Arrivals","Male","25-29 years",704,0,"Final"
"2022-08","2023-12","Long-term migrant","Arrivals","Male","25-29 years",864,0,"Final"
"2022-09","2024-01","Long-term migrant","Arrivals","Male","25-29 years",1032,0,"Final"
"2022-10","2024-02","Long-term migrant","Arrivals","Male","25-29 years",969,0,"Final"
"2022-11","2024-03","Long-term migrant","Arrivals","Male","25-29 years",1447,0,"Final"
"2022-12","2024-04","Long-term migrant","Arrivals","Male","25-29 years",1301,0,"Final"
"2023-01","2024-05","Long-term migrant","Arrivals","Male","25-29 years",1209,0,"Final"
"2023-02","2024-06","Long-term migrant","Arrivals","Male","25-29 years",1775,0,"Final"
"2023-03","2024-07","Long-term migrant","Arrivals","Male","25-29 years",2027,0,"Final"
"2023-04","2024-08","Long-term migrant","Arrivals","Male","25-29 years",1562,0,"Final"
"2023-05","2024-09","Long-term migrant","Arrivals","Male","25-29 years",1621,0,"Final"
"2023-06","2024-10","Long-term migrant","Arrivals","Male","25-29 years",1545,0,"Final"
"2023-07","2024-11","Long-term migrant","Arrivals","Male","25-29 years",1282,0,"Final"
"2023-08","2024-12","Long-term migrant","Arrivals","Male","25-29 years",1540,0,"Final"
"2023-09","2025-01","Long-term migrant","Arrivals","Male","25-29 years",1394,0,"Final"
"2023-10","2025-02","Long-term migrant","Arrivals","Male","25-29 years",1193,0,"Final"
"2023-11","2025-03","Long-term migrant","Arrivals","Male","25-29 years",1140,0,"Final"
"2023-12","2025-04","Long-term migrant","Arrivals","Male","25-29 years",897,0,"Final"
"2024-01","2025-05","Long-term migrant","Arrivals","Male","25-29 years",855,0,"Final"
"2024-02","2025-06","Long-term migrant","Arrivals","Male","25-29 years",1190,0,"Final"
"2024-03","2025-07","Long-term migrant","Arrivals","Male","25-29 years",1012,0,"Final"
"2024-04","2025-08","Long-term migrant","Arrivals","Male","25-29 years",687,0,"Final"
"2024-05","2025-09","Long-term migrant","Arrivals","Male","25-29 years",679,0,"Final"
"2024-06","2025-10","Long-term migrant","Arrivals","Male","25-29 years",663,0,"Final"
"2024-07","2025-11","Long-term migrant","Arrivals","Male","25-29 years",720,0,"Final"
"2024-08","2025-12","Long-term migrant","Arrivals","Male","25-29 years",657,0,"Final"
"2024-09","2026-01","Long-term migrant","Arrivals","Male","25-29 years",745,0,"Final"
"2024-10","2026-02","Long-term migrant","Arrivals","Male","25-29 years",843,0,"Final"
"2024-11","2026-03","Long-term migrant","Arrivals","Male","25-29 years",720,0,"Final"
"2024-12","2026-04","Long-term migrant","Arrivals","Male","25-29 years",728,0,"Final"
"2025-01","2026-05","Long-term migrant","Arrivals","Male","25-29 years",709,0,"Final"
"2025-02","2026-06","Long-term migrant","Arrivals","Male","25-29 years",1143,0,"Final"
"2025-03","2026-06","Long-term migrant","Arrivals","Male","25-29 years",684,0,"Provisional"
"2025-04","2026-06","Long-term migrant","Arrivals","Male","25-29 years",529,2,"Provisional"
"2025-05","2026-06","Long-term migrant","Arrivals","Male","25-29 years",608,4,"Provisional"
"2025-06","2026-06","Long-term migrant","Arrivals","Male","25-29 years",666,6,"Provisional"
"2025-07","2026-06","Long-term migrant","Arrivals","Male","25-29 years",753,8,"Provisional"
"2025-08","2026-06","Long-term migrant","Arrivals","Male","25-29 years",750,15,"Provisional"
"2025-09","2026-06","Long-term migrant","Arrivals","Male","25-29 years",915,22,"Provisional"
"2025-10","2026-06","Long-term migrant","Arrivals","Male","25-29 years",931,22,"Provisional"
"2025-11","2026-06","Long-term migrant","Arrivals","Male","25-29 years",860,21,"Provisional"
"2025-12","2026-06","Long-term migrant","Arrivals","Male","25-29 years",887,23,"Provisional"
"2026-01","2026-06","Long-term migrant","Arrivals","Male","25-29 years",782,23,"Provisional"
"2026-02","2026-06","Long-term migrant","Arrivals","Male","25-29 years",1066,27,"Provisional"
"2026-03","2026-06","Long-term migrant","Arrivals","Male","25-29 years",850,24,"Provisional"
"2026-04","2026-06","Long-term migrant","Arrivals","Male","25-29 years",631,26,"Provisional"
"2026-05","2026-06","Long-term migrant","Arrivals","Male","25-29 years",715,29,"Provisional"
"2026-06","2026-06","Long-term migrant","Arrivals","Male","25-29 years",802,35,"Provisional"
"2001-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1263,0,"Final"
"2001-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1417,0,"Final"
"2001-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1172,0,"Final"
"2001-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",995,0,"Final"
"2001-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1090,0,"Final"
"2001-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1120,0,"Final"
"2001-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1272,0,"Final"
"2001-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1194,0,"Final"
"2001-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1566,0,"Final"
"2001-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1736,0,"Final"
"2001-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1960,0,"Final"
"2001-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2282,0,"Final"
"2002-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1720,0,"Final"
"2002-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1742,0,"Final"
"2002-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1552,0,"Final"
"2002-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1242,0,"Final"
"2002-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1301,0,"Final"
"2002-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1438,0,"Final"
"2002-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1391,0,"Final"
"2002-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1549,0,"Final"
"2002-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1651,0,"Final"
"2002-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1709,0,"Final"
"2002-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2044,0,"Final"
"2002-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2323,0,"Final"
"2003-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1757,0,"Final"
"2003-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1867,0,"Final"
"2003-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1576,0,"Final"
"2003-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1211,0,"Final"
"2003-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1171,0,"Final"
"2003-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1219,0,"Final"
"2003-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1341,0,"Final"
"2003-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1320,0,"Final"
"2003-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1475,0,"Final"
"2003-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1633,0,"Final"
"2003-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1751,0,"Final"
"2003-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2210,0,"Final"
"2004-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1534,0,"Final"
"2004-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1530,0,"Final"
"2004-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1223,0,"Final"
"2004-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",952,0,"Final"
"2004-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1053,0,"Final"
"2004-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1036,0,"Final"
"2004-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1202,0,"Final"
"2004-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1166,0,"Final"
"2004-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1378,0,"Final"
"2004-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1548,0,"Final"
"2004-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1555,0,"Final"
"2004-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2084,0,"Final"
"2005-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1551,0,"Final"
"2005-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1508,0,"Final"
"2005-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1226,0,"Final"
"2005-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1142,0,"Final"
"2005-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1124,0,"Final"
"2005-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1107,0,"Final"
"2005-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1109,0,"Final"
"2005-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1231,0,"Final"
"2005-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1391,0,"Final"
"2005-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1473,0,"Final"
"2005-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1499,0,"Final"
"2005-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1948,0,"Final"
"2006-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1586,0,"Final"
"2006-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1566,0,"Final"
"2006-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1325,0,"Final"
"2006-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1133,0,"Final"
"2006-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1061,0,"Final"
"2006-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1170,0,"Final"
"2006-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1282,0,"Final"
"2006-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1351,0,"Final"
"2006-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1550,0,"Final"
"2006-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1582,0,"Final"
"2006-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1752,0,"Final"
"2006-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2008,0,"Final"
"2007-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1557,0,"Final"
"2007-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1513,0,"Final"
"2007-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1472,0,"Final"
"2007-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1171,0,"Final"
"2007-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1239,0,"Final"
"2007-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1274,0,"Final"
"2007-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1336,0,"Final"
"2007-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1504,0,"Final"
"2007-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1534,0,"Final"
"2007-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1520,0,"Final"
"2007-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1679,0,"Final"
"2007-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1828,0,"Final"
"2008-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1614,0,"Final"
"2008-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1838,0,"Final"
"2008-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1464,0,"Final"
"2008-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1285,0,"Final"
"2008-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1390,0,"Final"
"2008-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1411,0,"Final"
"2008-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1547,0,"Final"
"2008-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1646,0,"Final"
"2008-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1550,0,"Final"
"2008-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1737,0,"Final"
"2008-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1737,0,"Final"
"2008-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2026,0,"Final"
"2009-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1810,0,"Final"
"2009-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1810,0,"Final"
"2009-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1445,0,"Final"
"2009-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1141,0,"Final"
"2009-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1235,0,"Final"
"2009-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1278,0,"Final"
"2009-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1339,0,"Final"
"2009-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1428,0,"Final"
"2009-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1496,0,"Final"
"2009-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1634,0,"Final"
"2009-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1734,0,"Final"
"2009-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1795,0,"Final"
"2010-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1535,0,"Final"
"2010-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1702,0,"Final"
"2010-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1332,0,"Final"
"2010-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1044,0,"Final"
"2010-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1193,0,"Final"
"2010-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1090,0,"Final"
"2010-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1316,0,"Final"
"2010-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1483,0,"Final"
"2010-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1535,0,"Final"
"2010-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1683,0,"Final"
"2010-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1609,0,"Final"
"2010-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1701,0,"Final"
"2011-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1440,0,"Final"
"2011-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1678,0,"Final"
"2011-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1449,0,"Final"
"2011-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1118,0,"Final"
"2011-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1221,0,"Final"
"2011-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1158,0,"Final"
"2011-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1474,0,"Final"
"2011-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1480,0,"Final"
"2011-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1639,0,"Final"
"2011-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1509,0,"Final"
"2011-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1622,0,"Final"
"2011-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1532,0,"Final"
"2012-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1463,0,"Final"
"2012-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1984,0,"Final"
"2012-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1628,0,"Final"
"2012-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1075,0,"Final"
"2012-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1209,0,"Final"
"2012-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1329,0,"Final"
"2012-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1272,0,"Final"
"2012-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1455,0,"Final"
"2012-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1678,0,"Final"
"2012-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1601,0,"Final"
"2012-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1750,0,"Final"
"2012-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1758,0,"Final"
"2013-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1571,0,"Final"
"2013-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1786,0,"Final"
"2013-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1642,0,"Final"
"2013-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1289,0,"Final"
"2013-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1396,0,"Final"
"2013-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1453,0,"Final"
"2013-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1506,0,"Final"
"2013-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1689,0,"Final"
"2013-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1710,0,"Final"
"2013-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1871,0,"Final"
"2013-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2042,0,"Final"
"2013-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2108,0,"Final"
"2014-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1736,0,"Final"
"2014-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2220,0,"Final"
"2014-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1937,0,"Final"
"2014-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1565,0,"Final"
"2014-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1577,0,"Final"
"2014-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1648,0,"Final"
"2014-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1946,0,"Final"
"2014-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2132,0,"Final"
"2014-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2251,0,"Final"
"2014-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2330,0,"Final"
"2014-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2351,0,"Final"
"2014-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2219,0,"Final"
"2015-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2177,0,"Final"
"2015-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2600,0,"Final"
"2015-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2386,0,"Final"
"2015-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1784,0,"Final"
"2015-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1885,0,"Final"
"2015-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1789,0,"Final"
